"ServerName","Processor","Model","Manufacturer","PhysicalCores","CPU_L2CacheSize","CPU_L3CacheSize","Sockets","LogicalCores","OS_Name","OS_Version","TotalPhysical_Memory_GB","TotalVirtual_Memory_MB","TotalVisable_Memory_MB"
"CP-SQLDEV-01","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLDEV-01","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLDEV-02","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLDEV-02","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLDEV-03","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLDEV-03","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLQA-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLQA-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLQA-02","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLQA-02","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLQA-03","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLQA-03","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLSTG-01","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLSTG-01","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLSTG-02","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLSTG-02","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLSTG-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"CP-SQLSTG-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"EDW-DEV-DB1","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"EDW-DEV-DB1","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"EDW-DEV-DB1","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #002","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"EDW-DEV-DB1","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #003","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"INFOR-SQLTEST1","Intel(R) Xeon(R) CPU E7-4890 v2 @ 2.80GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Standard","6.3.9600","16","33","16"
"INFA-SQLDEV-02","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","8","16.5","8"
"INFA-SQLQA-01","Intel(R) Xeon(R) CPU E7-4890 v2 @ 2.80GHz","Intel64 Family 6 Model 26 Stepping 4","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","8","16.5","8"
"IVOS-SQLQA-02","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","4","5.62","4"
"OCR-SQLDEV-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"OCR-SQLDEV-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"OCR-SQLDEV-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #002","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"OCR-SQLDEV-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #003","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"OCR-SQLTST-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-02","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-02","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-02","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-02","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-04","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"OCR-SQLTST-04","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"OCR-SQLTST-04","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"OCR-SQLTST-04","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"OCR-SQLTST-05","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","27.21","24"
"OCR-SQLTST-05","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","27.21","24"
"OCR-SQLTST-05","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","27.21","24"
"OCR-SQLTST-05","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","27.21","24"
"OCR-SQLTST-06","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-06","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-06","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-06","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-07","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-07","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-07","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-07","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-08","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"OCR-SQLTST-08","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"OCR-SQLTST-08","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"OCR-SQLTST-08","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"OCR-SQLTST-09","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-09","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-09","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-09","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-10","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-10","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-10","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-10","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-11","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-11","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-11","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-11","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-12","Intel(R) Xeon(R) CPU E7-4890 v2 @ 2.80GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-12","Intel(R) Xeon(R) CPU E7-4890 v2 @ 2.80GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-12","Intel(R) Xeon(R) CPU E7-4890 v2 @ 2.80GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #002","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTST-12","Intel(R) Xeon(R) CPU E7-4890 v2 @ 2.80GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #003","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"DS-SQLDEV-14","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 26 Stepping 4","GenuineIntel","1","0","0","CPU socket #0","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"DS-SQLDEV-14","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 26 Stepping 4","GenuineIntel","1","0","0","CPU socket #1","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"DS-SQLTEST-14","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","16","33","16"
