"ServerName","Processor","Model","Manufacturer","PhysicalCores","CPU_L2CacheSize","CPU_L3CacheSize","Sockets","LogicalCores","OS_Name","OS_Version","TotalPhysical_Memory_GB","TotalVirtual_Memory_MB","TotalVisable_Memory_MB"
"ON-SQLCLSTPRD-1","Intel(R) Xeon(R) Gold 6146 CPU @ 3.20GHz","Intel64 Family 6 Model 85 Stepping 4","GenuineIntel","12","12288","25344","Proc 1","24","Microsoft Windows Server 2016 Standard","10.0.14393","768","813.66","767.66"
"ON-SQLCLSTPRD-1","Intel(R) Xeon(R) Gold 6146 CPU @ 3.20GHz","Intel64 Family 6 Model 85 Stepping 4","GenuineIntel","12","12288","25344","Proc 2","24","Microsoft Windows Server 2016 Standard","10.0.14393","768","813.66","767.66"
"ON-SQLCLSTPRD-2","Intel(R) Xeon(R) Gold 6146 CPU @ 3.20GHz","Intel64 Family 6 Model 85 Stepping 4","GenuineIntel","12","12288","25344","Proc 1","24","Microsoft Windows Server 2016 Standard","10.0.14393","768","813.66","767.66"
"ON-SQLCLSTPRD-2","Intel(R) Xeon(R) Gold 6146 CPU @ 3.20GHz","Intel64 Family 6 Model 85 Stepping 4","GenuineIntel","12","12288","25344","Proc 2","24","Microsoft Windows Server 2016 Standard","10.0.14393","768","813.66","767.66"
"UIPA-PRD-DB1","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","64","68","64"
"UIPA-PRD-DB1","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","64","68","64"
"UTL-SQL-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Standard","10.0.14393","64","132","64"
"UTL-SQL-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Standard","10.0.14393","64","132","64"
"UTL-SQL-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #002","2","Microsoft Windows Server 2016 Standard","10.0.14393","64","132","64"
"UTL-SQL-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #003","2","Microsoft Windows Server 2016 Standard","10.0.14393","64","132","64"
"POS-SQL-14","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","32","66","32"
"POS-SQL-14","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","32","66","32"
"POS-SQL-14","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #002","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","32","66","32"
"POS-SQL-14","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #003","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","32","66","32"
"TFS-BUILD-05","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"TFS-BUILD-05","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"TFS-BUILD-06","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","19.91","16"
"TFS-BUILD-06","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","19.91","16"
"TFS-BUILD-07","Intel(R) Xeon(R) CPU E7-4890 v2 @ 2.80GHz","Intel64 Family 6 Model 26 Stepping 4","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","4","8.25","4"
"TFS-SERVER-03","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","32","35.91","32"
"TFS-SERVER-03","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","32","35.91","32"
"TFS-SERVER-04","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"TFS-SERVER-04","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"IQQ-RPTTEST","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Standard","6.3.9600","8","19.72","8"
"IQQ-RPTPROD","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Standard","6.3.9600","8","17.77","8"
"IQQ-RPTSTG","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Standard","6.3.9600","8","19.72","8"
"SITECORE-BUILD","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","16","33","16"
"ALLIED-UT-DEV2","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"ALLIED-UT-DEV2","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"ALLIED-UT-DEV2","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #002","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"ALLIED-UT-DEV2","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #003","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"TIMMAY","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","16","33","16"
"TIMMAY","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","16","33","16"
"UNITRAC-PROD1","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","32","66","32"
"UNITRAC-PROD1","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","32","66","32"
"UNITRAC-RPT01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"UNITRAC-RPT01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"UNITRAC-RPT2014","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","34","32"
"UNITRAC-RPT2014","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","34","32"
"UTSTAGE-RPT01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Standard","6.3.9600","16","33","16"
"UTSTAGE-RPT01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2012 R2 Standard","6.3.9600","16","33","16"
"FTP-DB1","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","8","16.5","8"
"FTP-DB1","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","8","16.5","8"
"NWX-SQLPRD-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"NWX-SQLPRD-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"APP-DEPLOY","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","8","16.5","8"
"TC-DB-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"TC-DB-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"EDI-PRDAPP-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #000","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"EDI-PRDAPP-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","1","0","0","CPU #001","1","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","49","24"
"TRAPPERKEEPER","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","16","33","16"
"TRAPPERKEEPER","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2012 R2 Datacenter","6.3.9600","16","33","16"
"DB-SQLCLST-01-1","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 85 Stepping 7","GenuineIntel","12","12288","25344","Proc 1","24","Microsoft Windows Server 2016 Standard","10.0.14393","768","813.66","767.66"
"DB-SQLCLST-01-1","Intel(R) Xeon(R) Gold 6246 CPU @ 3.30GHz","Intel64 Family 6 Model 85 Stepping 7","GenuineIntel","12","12288","25344","Proc 2","24","Microsoft Windows Server 2016 Standard","10.0.14393","768","813.66","767.66"
"IVOS-SQLSTG-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"IVOS-SQLSTG-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"IVOS-SQLSTG-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #002","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"IVOS-SQLSTG-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #003","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"OCR-SQLTMP-05","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-05","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-04","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-04","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-06","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-06","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-03","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-02","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"OCR-SQLTMP-02","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","24","25.5","24"
"PROPHIX-DB-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2016 Datacenter","10.0.14393","16","33","16"
"PINGFED-DB-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2019 Datacenter","10.0.17763","16","33","16"
"PINGFED-DB-01","Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2019 Datacenter","10.0.17763","16","33","16"
"ttusprdazdb01","Intel(R) Xeon(R) Platinum 8272CL CPU @ 2.60GHz","Intel64 Family 6 Model 85 Stepping 7","GenuineIntel","1",,"0","None","2","Microsoft Windows Server 2019 Datacenter","10.0.17763","32","37","32"
"SW-ORIONPRDDB-1","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #000","2","Microsoft Windows Server 2019 Datacenter","10.0.17763","64","68","64"
"SW-ORIONPRDDB-1","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #001","2","Microsoft Windows Server 2019 Datacenter","10.0.17763","64","68","64"
"SW-ORIONPRDDB-1","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #002","2","Microsoft Windows Server 2019 Datacenter","10.0.17763","64","68","64"
"SW-ORIONPRDDB-1","Intel(R) Xeon(R) Gold 6254 CPU @ 3.10GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","2","0","0","CPU #003","2","Microsoft Windows Server 2019 Datacenter","10.0.17763","64","68","64"
"infmdrprd01","AMD EPYC 7452 32-Core Processor                ","AMD64 Family 23 Model 49 Stepping 0","AuthenticAMD","4",,"0","None","8","Microsoft Windows Server 2019 Datacenter","10.0.17763","32","36.75","32"
"UT-SQLDEV-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"UT-SQLDEV-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"UT-SQLSTG-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #000","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
"UT-SQLSTG-01","Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz","Intel64 Family 6 Model 58 Stepping 0","GenuineIntel","4","0","0","CPU #001","4","Microsoft Windows Server 2016 Datacenter","10.0.14393","32","66","32"
